id,id_viaje,grupo_viaje
A001696,V017,G014
A014288,V133,G075
A007193,V079,G053
A002895,V028,G021
A005408,V062,G043
A004876,V052,G036
A010814,V099,G065
A005326,V061,G042
A004829,V051,G035
A004805,V051,G035
A011062,V100,G066
A004986,V055,G038
A013791-1,V116,G075
A004849,V052,G036
A006323,V078,G052
A008751,V084,G057
A014728,V139,G077
A002786,V026,G020
A001929,V019,G016
A013950-1,V123,G075
A003664,V045,G029
A008634,V084,G057
A001434,V013,G011
A013859,V121,G075
A011919,V101,G067
A003920,V047,G031
A002331,V023,G017
A013787,V116,G075
A005807,V065,G046
A014262,V123,G075
A005295,V061,G042
A003009,V031,G022
A002016,V021,G016
A013149,V113,G072
A011884,V102,G067
A010507,V095,G064
A009477,V086,G059
A013655,V114,G074
A013101,V113,G072
A011098,V100,G066
A014211,V118,G075
A001390,V011,G010
A005564,V063,G044
A013229,V122,G075
A014009,V132,G075
A013521,V116,G075
A011013,V100,G066
A009790,V088,G061
A010177,V089,G062
A013949,V123,G075
A003049,V034,G022
A009794,V088,G061
A010310,V094,G063
A006289,V075,G050
A014623,V135,G076
A013353,V128,G075
A015496,V143,G081
A013779,V116,G075
A013657,V114,G074
A011610,V109,G071
A009509,V086,G059
A014193,V116,G075
A010523,V096,G064
A005750,V065,G046
A013850-1,V120,G075
A013864,V121,G075
A015472,V143,G081
A013811-1,V118,G075
A011907,V101,G067
A009486,V086,G059
A008712,V083,G056
A013879,V122,G075
A012345,V105,G069
A013867-1,V122,G075
A011962,V102,G067
A008754,V084,G057
A003031,V034,G022
A011100,V100,G066
A010163,V089,G062
A013990-1,V129,G075
A000483,V005,G004
A010184,V091,G062
A005777,V065,G046
A011090,V100,G066
A010164,V089,G062
A013860-1,V121,G075
A005832,V066,G046
A013419,V117,G075
A005772,V065,G046
A014259,V122,G075
A002800,V026,G020
A004808,V051,G035
A002993,V031,G022
A000282,V005,G004
A013793,V116,G075
A013007,V110,G072
A002774,V026,G020
A013782-1,V116,G075
A005759,V065,G046
A013778-1,V116,G075
A004840,V051,G035
A014252,V122,G075
A013961-1,V125,G075
A011022,V100,G066
A007229,V080,G053
A015697,V143,G081
A015685,V143,G081
A013631,V114,G074
A007206,V079,G053
A002337,V023,G017
A009685,V087,G060
A003850,V047,G031
A015676,V143,G081
A001422,V013,G011
A015495,V143,G081
A012938,V115,G075
A015914,V145,G082
A001079,V010,G009
A014636,V138,G076
A013926,V123,G075
A011941,V102,G067
A014726,V139,G077
A014168,V131,G075
A013881,V122,G075
A012611,V109,G071
A000491,V005,G004
A003083,V036,G022
A003072,V034,G022
A013794-1,V116,G075
A013721,V131,G075
A011028,V100,G066
A009771,V088,G061
A013962,V125,G075
A013590,V125,G075
A013799,V116,G075
A011930,V101,G067
A013903,V122,G075
A013892,V122,G075
A013871,V122,G075
A010193,V092,G062
A014701,V138,G076
A015594,V142,G080
A002851,V027,G021
A004884,V052,G036
A011066,V100,G066
A007194,V079,G053
A011881,V101,G067
A004996,V054,G038
A002608,V027,G021
A003773,V046,G030
A009505,V086,G059
A000485,V005,G004
A014113,V120,G075
A011003,V100,G066
A000561,V006,G005
A013234,V129,G075
A010166,V089,G062
A013207,V116,G075
A013526,V119,G075
A004896,V052,G036
A003903,V047,G031
A013875,V122,G075
A010174,V089,G062
A008748,V084,G057
A010290,V094,G063
A015627,V143,G081
A002020,V022,G016
A005754,V065,G046
A002994,V031,G022
A013764,V115,G075
A013103,V112,G072
A011018,V100,G066
A009500,V086,G059
A014229,V119,G075
A014265,V123,G075
A006316,V088,G061
A009763,V088,G061
A006452,V077,G051
A003908,V047,G031
A014024,V132,G075
A013832,V119,G075
A005404,V062,G043
A006426,V096,G064
A004822,V051,G035
A002884,V027,G021
A013856,V121,G075
A014041,V133,G075
A003900,V047,G031
A013567,V122,G075
A010538,V097,G064
A011068,V100,G066
A010536,V096,G064
A002781,V026,G020
A015645,V143,G081
A009009,V085,G058
A002014,V021,G016
A014642,V138,G076
A005818,V066,G046
A013866,V121,G075
A009504,V086,G059
A005710,V064,G045
A013120,V113,G072
A001073,V010,G009
A011083,V100,G066
A003649,V045,G029
A005955,V070,G047
A003922,V047,G031
A013244,V116,G075
A010190,V092,G062
A005399,V062,G043
A013868-1,V122,G075
A001446,V013,G011
A014146,V123,G075
A005310,V061,G042
A002803,V026,G020
A009413,V086,G059
A013961,V125,G075
A011895,V101,G067
A000611,V007,G006
A004897,V052,G036
A000616,V007,G006
A001941-2,V020,G016
A014646,V138,G076
A007216,V080,G053
A014739,V139,G077
A013795-1,V116,G075
A011073,V100,G066
A014624,V135,G076
A010319,V094,G063
A003020,V032,G022
A015625,V143,G081
A001412,V013,G011
A002864,V027,G021
A011058,V100,G066
A015918,V146,G082
A013104,V112,G072
A009791,V088,G061
A011904,V101,G067
A012653,V109,G071
A013767-1,V115,G075
A005269,V060,G041
A009460,V086,G059
A006260,V075,G050
A014167,V131,G075
A011084,V100,G066
A015655,V143,G081
A014638,V138,G076
A002860,V027,G021
A011933,V101,G067
A013808-1,V118,G075
A014749,V139,G077
A008682,V088,G061
A004892,V052,G036
A013944,V123,G075
A009769,V088,G061
A015654,V143,G081
A013243,V116,G075
A003679,V045,G029
A005022,V055,G038
A009774,V088,G061
A014261,V122,G075
A004824,V051,G035
A015455,V143,G081
A013816-1,V119,G075
A013086,V113,G072
A002812,V026,G020
A005727,V067,G046
A013117,V113,G072
A011014,V100,G066
A004024,V048,G032
A013815,V119,G075
A013006,V110,G072
A006547,V078,G052
A004977,V055,G038
A013940,V123,G075
A003066,V034,G022
A005406,V062,G043
A004906,V052,G036
A001082,V010,G009
A002024,V022,G016
A015598,V142,G080
A005837,V067,G046
A005782,V065,G046
A014007,V132,G075
A005814,V065,G046
A005715,V064,G045
A001950,V020,G016
A013766-1,V115,G075
A012612,V109,G071
A003394,V043,G027
A002972,V031,G022
A001999,V021,G016
A001695,V017,G014
A012628,V109,G071
A002854,V027,G021
A003799,V047,G031
A005840,V067,G046
A014243,V122,G075
A015927,V147,G082
A009461,V086,G059
A005752,V065,G046
A011934,V101,G067
A005725,V064,G045
A005403,V062,G043
A015895,V144,G082
A009503,V086,G059
A013594,V131,G075
A005358,V061,G042
A014220,V119,G075
A013885,V122,G075
A009474,V086,G059
A009617,V087,G060
A015925,V147,G082
A013914,V122,G075
A013216,V122,G075
A007218,V080,G053
A003605,V045,G029
A010195,V093,G062
A015891,V144,G082
A013780-1,V116,G075
A013565,V122,G075
A002353,V023,G017
A013775,V116,G075
A013709,V122,G075
A011036,V100,G066
A015647,V143,G081
A003676,V045,G029
A009666,V087,G060
A011037,V100,G066
A013959,V125,G075
A003023,V032,G022
A001774,V018,G015
A009766,V088,G061
A003005,V031,G022
A005573,V065,G046
A006075,V071,G048
A014133,V122,G075
A001658,V015,G013
A004893,V052,G036
A003063,V034,G022
A002799,V026,G020
A013807-1,V118,G075
A008720,V083,G056
A006540,V078,G052
A011093,V100,G066
A007195,V079,G053
A004480,V050,G034
A002298,V023,G017
A006297,V075,G050
A005835,V067,G046
A015916,V145,G082
A010512,V095,G064
A005298,V061,G042
A014617,V134,G076
A013990,V129,G075
A013858,V121,G075
A004983,V053,G037
A011076,V100,G066
A005717,V064,G045
A004819,V051,G035
A006517,V078,G052
A013803,V117,G075
A011065,V100,G066
A013861,V121,G075
A010187,V092,G062
A009005,V085,G058
A007144-2,V080,G053
A004826,V051,G035
A010837,V099,G065
A009670,V087,G060
A005945,V068,G047
A002345,V023,G017
A000215,V002,G002
A011071,V100,G066
A007209,V079,G053
A010551,V098,G064
A005943,V068,G047
A006293,V075,G050
A002859,V027,G021
A013882-1,V122,G075
A015900,V145,G082
A013925-1,V123,G075
A009805,V088,G061
A004823,V051,G035
A013646,V114,G074
A010540,V097,G064
A004320,V049,G033
A011886,V101,G067
A003729,V047,G031
A003604,V045,G029
A002894,V028,G021
A001941-1,V020,G016
A003921,V047,G031
A001701,V017,G014
A011064,V100,G066
A008633,V084,G057
A008737,V084,G057
A013951,V123,G075
A005748,V065,G046
A009770,V088,G061
A002909,V029,G021
A014148,V123,G075
A000263,V003,G002
A012600,V109,G071
A013687,V119,G075
A012619,V109,G071
A011015,V100,G066
A003895,V047,G031
A014731,V139,G077
A000037,V005,G004
A014256,V122,G075
A011951,V102,G067
A001395,V012,G010
A002336,V023,G017
A015584,V142,G080
A014036,V133,G075
A003055,V034,G022
A013991,V129,G075
A005400,V062,G043
A005568,V063,G044
A013894,V122,G075
A013706,V122,G075
A003655,V045,G029
A002571,V025,G019
A014008,V132,G075
A014151,V124,G075
A010285,V094,G063
A010189,V092,G062
A004968,V053,G037
A014271,V123,G075
A013917,V122,G075
A003198,V047,G031
A009516,V086,G059
A014169,V131,G075
A013862,V121,G075
A010304,V094,G063
A001083,V010,G009
A011060,V100,G066
A010323,V094,G063
A001392,V011,G010
A006273,V074,G050
A005407,V062,G043
A006165,V078,G052
A013759,V115,G075
A015651,V143,G081
A010180,V090,G062
A010181,V090,G062
A001940,V020,G016
A013151,V113,G072
A003142,V038,G024
A008564,V084,G057
A003034,V034,G022
A011010,V100,G066
A006102,V078,G052
A014645,V138,G076
A007994,V081,G054
A005708,V064,G045
A001435,V013,G011
A014258,V122,G075
A002577,V025,G019
A005842,V067,G046
A003661,V045,G029
A002623,V026,G020
A004481,V050,G034
A013798,V116,G075
A008647,V084,G057
A010179,V090,G062
A013356,V116,G075
A009475,V086,G059
A002985,V030,G022
A004762,V065,G046
A012365,V107,G069
A014247,V122,G075
A009507,V086,G059
A005343,V061,G042
A002297,V023,G017
A013107,V113,G072
A014110,V119,G075
A003648,V045,G029
A002865,V027,G021
A012608,V109,G071
A004684,V052,G036
A003002,V031,G022
A015644,V143,G081
A003660,V045,G029
A013639,V114,G074
A010314,V094,G063
A014023,V132,G075
A001387,V011,G010
A003141,V037,G024
A013125,V113,G072
A004841,V051,G035
A002795,V026,G020
A005637,V064,G045
A005563,V063,G044
A006542,V078,G052
A002338,V023,G017
A005700,V064,G045
A008726,V083,G056
A013760,V115,G075
A003800,V047,G031
A013824-1,V119,G075
A011974,V102,G067
A004813,V051,G035
A013593,V131,G075
A013524,V119,G075
A010322,V094,G063
A013790-1,V116,G075
A005719,V064,G045
A003918,V047,G031
A013339,V116,G075
A003591,V044,G028
A001409,V013,G011
A003672,V045,G029
A005424,V065,G046
A004867,V052,G036
A011991,V103,G067
A013939,V123,G075
A013857,V121,G075
A013989,V129,G075
A003593,V044,G028
A015569,V142,G080
A013654,V114,G074
A013344,V123,G075
A011005,V100,G066
A000610-1,V007,G006
A013768,V115,G075
A006290,V075,G050
A014233,V120,G075
A003339,V047,G031
A013659-1,V114,G074
A013232,V121,G075
A014700,V139,G077
A003143,V038,G024
A012616,V109,G071
A003784,V046,G030
A013820,V119,G075
A013949-1,V123,G075
A014686,V138,G076
A005843,V067,G046
A013146,V113,G072
A006455,V077,G051
A003006,V031,G022
A006548,V078,G052
A003686,V045,G029
A014032,V133,G075
A002856,V027,G021
A013691,V115,G075
A013855-1,V121,G075
A007219,V080,G053
A013492,V115,G075
A013942,V123,G075
A012341,V105,G069
A005827,V066,G046
A009806,V088,G061
A004821,V051,G035
A003000,V031,G022
A014206,V116,G075
A014122,V122,G075
A012355,V107,G069
A010555,V098,G064
A010192,V092,G062
A009476,V086,G059
A013804,V117,G075
A004831,V051,G035
A004888,V052,G036
A015470,V143,G081
A014135,V122,G075
A013660,V114,G074
A006110,V074,G050
A002772,V026,G020
A009512,V086,G059
A011039,V100,G066
A013697,V119,G075
A013096,V113,G072
A012043,V104,G068
A005293,V061,G042
A013422,V116,G075
A005020,V055,G038
A013957,V125,G075
A013352,V119,G075
A002320,V023,G017
A004714,V051,G035
A013935,V123,G075
A013568,V122,G075
A013219,V128,G075
A015691,V143,G081
A003677,V045,G029
A001494,V021,G016
A014102,V116,G075
A013341,V120,G075
A009514,V086,G059
A004803,V051,G035
A010519,V096,G064
A013214,V121,G075
A005838,V067,G046
A013698,V119,G075
A005953,V070,G047
A009782,V088,G061
A001775,V018,G015
A014643,V138,G076
A013852,V120,G075
A013887-1,V122,G075
A013829,V119,G075
A009465,V086,G059
A013589,V125,G075
A006295,V075,G050
A003053,V034,G022
A015664,V143,G081
A013572,V124,G075
A008749,V084,G057
A001692,V017,G014
A013847-1,V120,G075
A014615,V134,G076
A003080,V036,G022
A002516,V027,G021
A011973,V102,G067
A001406,V013,G011
A012659,V109,G071
A005766,V065,G046
A000830,V008,G007
A011949,V102,G067
A013951-1,V123,G075
A002813,V026,G020
A013792-1,V116,G075
A006562,V078,G052
A001386,V011,G010
A002354,V023,G017
A014105,V117,G075
A002857,V027,G021
A001965,V020,G016
A005687,V064,G045
A015404,V141,G079
A001396,V013,G011
A005711,V064,G045
A013873,V122,G075
A013806,V118,G075
A003776,V046,G030
A005296,V061,G042
A005337,V061,G042
A013708,V122,G075
A013845,V120,G075
A015926,V147,G082
A010514,V095,G064
A013075,V113,G072
A013348,V133,G075
A007136,V079,G053
A013988,V128,G075
A013720,V131,G075
A005560,V063,G044
A005163,V065,G046
A015349,V141,G079
A010528,V096,G064
A000983,V009,G008
A000045,V001,G001
A006105,V074,G050
A005941,V068,G047
A007991,V081,G054
A003028,V033,G022
A014216,V119,G075
A014264,V123,G075
A004987,V055,G038
A003592,V044,G028
A014286,V132,G075
A001974,V020,G016
A013097,V113,G072
A002328,V023,G017
A005328,V061,G042
A002789,V026,G020
A005946,V069,G047
A011042,V100,G066
A013789,V116,G075
A013979,V128,G075
A012594,V108,G070
A004972,V053,G037
A004894,V052,G036
A003897,V047,G031
A003025,V032,G022
A002342,V023,G017
A012036,V104,G068
A013656,V114,G074
A009677,V087,G060
A013224,V132,G075
A002313,V023,G017
A014180,V133,G075
A002303,V023,G017
A005027,V055,G038
A003043,V034,G022
A000489,V005,G004
A010556,V098,G064
A001448,V013,G011
A012654,V109,G071
A002809,V026,G020
A013809,V118,G075
A006454,V077,G051
A009480,V086,G059
A012609,V109,G071
A009466,V086,G059
A004414,V052,G036
A001388,V011,G010
A004806,V051,G035
A002572,V025,G019
A011074,V100,G066
A004851,V052,G036
A003054,V034,G022
A003058,V034,G022
A013129,V113,G072
A004860,V052,G036
A014200,V116,G075
A013558,V121,G075
A011057,V100,G066
A012412,V109,G071
A015603,V142,G080
A007223,V080,G053
A014260,V122,G075
A013690,V115,G075
A008723,V083,G056
A005764,V065,G046
A003666,V045,G029
A003881,V047,G031
A013987,V128,G075
A003750,V046,G030
A005776,V065,G046
A005768,V065,G046
A007201,V079,G053
A001698,V017,G014
A014142,V123,G075
A008717,V083,G056
A011954,V102,G067
A001921,V019,G016
A013773-1,V116,G075
A010998,V100,G066
A003084,V036,G022
A008709,V083,G056
A005299,V061,G042
A015590,V142,G080
A013710,V122,G075
A004879,V052,G036
A013628,V114,G074
A011888,V101,G067
A013780,V116,G075
A013122,V113,G072
A006076,V071,G048
A001962,V020,G016
A013557,V121,G075
A001960,V020,G016
A013785,V116,G075
A013092,V113,G072
A010320,V094,G063
A004886,V052,G036
A009671,V087,G060
A004899,V052,G036
A011983,V102,G067
A003774,V046,G030
A014127,V122,G075
A001443,V013,G011
A000265,V003,G002
A005802,V065,G046
A014144,V123,G075
A001075,V010,G009
A014218,V119,G075
A012651,V109,G071
A013704,V120,G075
A013629,V114,G074
A004025,V048,G032
A006277,V074,G050
A003896,V047,G031
A013838,V119,G075
A013651,V114,G074
A012948,V115,G075
A013948,V123,G075
A002038,V021,G016
A013351,V129,G075
A013634,V114,G074
A004970,V053,G037
A011044,V100,G066
A005114,V056,G039
A013763,V115,G075
A014036-1,V133,G075
A013985,V128,G075
A009478,V086,G059
A014028,V133,G075
A015471,V143,G081
A015922,V147,G082
A011891,V101,G067
A014613,V134,G076
A013472,V114,G074
A003068,V034,G022
A003038,V034,G022
A004971,V053,G037
A005014,V055,G038
A004995,V054,G038
A015662,V143,G081
A006009,V074,G050
A005081,V056,G039
A003016,V031,G022
A005043,V056,G039
A014175,V132,G075
A002977,V030,G022
A015696,V143,G081
A009793,V088,G061
A001499,V019,G016
A012622,V109,G071
A011883,V102,G067
A002888,V027,G021
A005331,V061,G042
A002312,V023,G017
A002782,V026,G020
A013973,V127,G075
A013105,V112,G072
A003012,V031,G022
A009798,V088,G061
A011978,V102,G067
A005800,V065,G046
A001923,V019,G016
A009767,V088,G061
A014625,V136,G076
A015928,V147,G082
A013839,V119,G075
A008746,V084,G057
A005257,V060,G041
A002987,V031,G022
A013797,V116,G075
A013077,V113,G072
A008739,V084,G057
A005011,V055,G038
A005016,V055,G038
A008322,V082,G055
A003086,V036,G022
A005009,V055,G038
A013134,V113,G072
A012626,V109,G071
A010421,V099,G065
A009494,V086,G059
A013972,V127,G075
A013648,V114,G074
A011079,V100,G066
A011007,V100,G066
A013354,V120,G075
A005300,V061,G042
A002332,V023,G017
A015921,V146,G082
A014027,V133,G075
A002845,V026,G020
A011020,V100,G066
A000220,V002,G002
A013070,V112,G072
A006296,V075,G050
A013827-1,V119,G075
A006324,V078,G052
A015599,V142,G080
A005305,V061,G042
A001917,V019,G016
A012632,V109,G071
A014187,V116,G075
A014184,V115,G075
A014727,V139,G077
A014253,V122,G075
A013923,V123,G075
A008567,V084,G057
A006286,V074,G050
A011896,V101,G067
A015919,V146,G082
A002999,V031,G022
A002570,V025,G019
A001394,V012,G010
A014147,V123,G075
A006512,V078,G052
A012637,V109,G071
A002324,V023,G017
A013561,V122,G075
A009772,V088,G061
A015588,V142,G080
A010291,V094,G063
A009525,V086,G059
A001447,V013,G011
A005758,V065,G046
A001001,V013,G011
A005314,V061,G042
A003667,V045,G029
A014022,V132,G075
A010527,V096,G064
A014754,V139,G077
A013596,V131,G075
A013592,V129,G075
A009502,V086,G059
A004883,V052,G036
A013966,V125,G075
A012356,V107,G069
A014190,V116,G075
A013898,V122,G075
A010298,V094,G063
A009457,V086,G059
A006446,V076,G051
A015679,V143,G081
A009508,V086,G059
A011943,V102,G067
A014740,V139,G077
A010979,V100,G066
A006550,V078,G052
A006101,V078,G052
A013891,V122,G075
A002349,V023,G017
A002023,V022,G016
A008711,V083,G056
A014156,V127,G075
A001768,V018,G015
A005041,V056,G039
A000281,V005,G004
A001706,V018,G015
A005785,V065,G046
A015905,V145,G082
A013817,V119,G075
A010183,V090,G062
A013930-1,V123,G075
A010554,V098,G064
A005566,V063,G044
A009692,V087,G060
A000418,V004,G003
A008713,V083,G056
A013980,V128,G075
A000613,V007,G006
A011945,V102,G067
A003646,V045,G029
A013779-1,V116,G075
A013975,V128,G075
A013115,V113,G072
A013882,V122,G075
A014194,V116,G075
A013789-1,V116,G075
A003910,V047,G031
A001931,V019,G016
A014141,V123,G075
A013240,V120,G075
A005044,V055,G038
A005949,V070,G047
A006073,V071,G048
A015671,V143,G081
A011993,V103,G067
A010522,V096,G064
A002898,V028,G021
A013964,V125,G075
A001493,V013,G011
A013969,V127,G075
A013900-1,V122,G075
A005087,V056,G039
A010305,V094,G063
A008740,V084,G057
A007214,V079,G053
A012353,V106,G069
A013952,V124,G075
A001924,V019,G016
A014730,V139,G077
A005355,V061,G042
A002793,V026,G020
A001418,V013,G011
A009008,V085,G058
A003890,V047,G031
A005820,V066,G046
A002330,V023,G017
A005265,V060,G041
A003032,V034,G022
A001416,V013,G011
A002892,V028,G021
A013802-1,V117,G075
A014174,V132,G075
A003605-2,V045,G029
A013853,V123,G075
A010537,V097,G064
A014198,V116,G075
A007197,V079,G053
A003888,V047,G031
A002796,V026,G020
A013880-1,V122,G075
A001991,V021,G016
A009667,V087,G060
A013140,V113,G072
A013874,V122,G075
A013977,V128,G075
A005739,V066,G046
A012340,V105,G069
A006342,V078,G052
A011913,V101,G067
A004880,V052,G036
A013769,V115,G075
A013418,V117,G075
A014152,V124,G075
A013837,V119,G075
A013723,V132,G075
A005942,V068,G047
A002882,V027,G021
A009455,V086,G059
A013785-1,V116,G075
A002050,V023,G017
A013576,V125,G075
A005339,V061,G042
A003778,V046,G030
A000487,V005,G004
A000473,V005,G004
A014626,V137,G076
A003048,V034,G022
A002804,V026,G020
A005297,V061,G042
A014208,V116,G075
A011008,V100,G066
A009462,V086,G059
A013928,V123,G075
A002017,V022,G016
A002889,V027,G021
A014225,V119,G075
A006552,V078,G052
A014734,V139,G077
A009674,V087,G060
A004975,V053,G037
A003681,V045,G029
A011887,V101,G067
A014132,V122,G075
A015690,V143,G081
A006539,V078,G052
A005937,V068,G047
A008719,V083,G056
A003056,V034,G022
A014238,V121,G075
A005697,V064,G045
A014282,V129,G075
A001996,V021,G016
A005938,V068,G047
A002899,V028,G021
A008721,V083,G056
A015586,V142,G080
A005813,V065,G046
A004852,V052,G036
A012642,V109,G071
A011069,V100,G066
A000496,V005,G004
A011921,V101,G067
A010543,V097,G064
A000212,V002,G002
A000264,V003,G002
A006292,V075,G050
A013906-1,V122,G075
A013548,V120,G075
A014248,V122,G075
A011971,V102,G067
A002798,V026,G020
A013168,V113,G072
A006189,V074,G050
A009458,V086,G059
A005847,V067,G046
A002576,V025,G019
A014139,V123,G075
A013970,V127,G075
A001413,V013,G011
A013925,V123,G075
A013712,V124,G075
A013235,V119,G075
A015653,V143,G081
A015693,V143,G081
A005706,V064,G045
A014732,V139,G077
A013996,V131,G075
A015677,V143,G081
A012655,V109,G071
A000414,V004,G003
A001973,V020,G016
A013931-1,V123,G075
A004028,V048,G032
A014006,V131,G075
A005013,V055,G038
A015473,V143,G081
A005855,V067,G046
A014108,V119,G075
A013570,V124,G075
A005703,V064,G045
A015684,V143,G081
A010301,V094,G063
A006326,V078,G052
A012625,V109,G071
A005773,V065,G046
A001994,V021,G016
A014269,V123,G075
A003001,V031,G022
A013937,V123,G075
A015670,V143,G081
A010840,V099,G065
A005801,V065,G046
A013098,V113,G072
A002911,V029,G021
A014101,V115,G075
A004848,V052,G036
