id,id_viaje,grupo_viaje
A009468,V086,G059
A013574,V125,G075
A005329,V061,G042
A002019,V022,G016
A009752,V088,G061
A008565,V084,G057
A003302,V047,G031
A003892,V047,G031
A005107,V058,G039
A013491,V115,G075
A010194,V093,G062
A013943,V123,G075
A014038,V133,G075
A008707,V083,G056
A000607,V007,G006
A013958,V125,G075
A005327,V061,G042
A003057,V034,G022
A013899,V122,G075
A013842,V120,G075
A001969,V020,G016
A011040,V100,G066
A014290,V133,G075
A013008,V110,G072
A004820,V051,G035
A013812,V118,G075
A008635,V084,G057
A002893,V028,G021
A007210,V079,G053
A013703,V120,G075
A006530,V078,G052
A003040,V034,G022
A013919,V123,G075
A015058,V142,G080
A015659,V143,G081
A005636,V064,G045
A003769,V046,G030
A002343,V023,G017
A011899,V101,G067
A006271,V074,G050
A013774,V116,G075
A013074,V113,G072
A006531,V078,G052
A010300,V094,G063
A002906,V029,G021
A009003,V085,G058
A011972,V102,G067
A013595,V131,G075
A005935,V068,G047
A013884,V122,G075
A005595,V064,G045
A014632,V137,G076
A010559,V098,G064
A002481,V024,G018
A006544,V078,G052
A005420,V062,G043
A011937,V102,G067
A009498,V086,G059
A003138,V038,G024
A003004,V031,G022
A002808,V026,G020
A001938,V019,G016
A000967-1,V013,G011
A014283,V129,G075
A001084,V010,G009
A010294,V094,G063
A002045,V026,G020
A009499,V086,G059
A012243,V108,G070
A014214,V118,G075
A013969-1,V127,G075
A009777,V088,G061
A006078,V071,G048
A014245,V122,G075
A013239,V120,G075
A011056,V100,G066
A013211,V120,G075
A013988-1,V128,G075
A014134,V122,G075
A014738,V139,G077
A002010,V021,G016
A005302,V061,G042
A001968,V020,G016
A009659,V087,G060
A014287,V132,G075
A013633,V114,G074
A013091,V113,G072
A011914,V101,G067
A015911,V145,G082
A013903-1,V122,G075
A002792,V026,G020
A005090,V056,G039
A014204,V116,G075
A014753,V139,G077
A014622,V135,G076
A015401,V141,G079
A013879-1,V122,G075
A011955,V102,G067
A004900,V052,G036
A004643,V052,G036
A011897,V101,G067
A002004,V021,G016
A014107,V119,G075
A005638,V064,G045
A000216,V002,G002
A010557,V098,G064
A014125,V122,G075
A011916,V101,G067
A006327,V078,G052
A014205,V116,G075
A013652,V114,G074
A003597,V044,G028
A002995,V031,G022
A013893,V122,G075
A004847,V052,G036
A014977,V140,G078
A013141,V113,G072
A013915,V122,G075
A005831,V066,G046
A005851,V067,G046
A010981,V100,G066
A012640,V109,G071
A005334,V061,G042
A014224,V119,G075
A009680,V087,G060
A013991-1,V129,G075
A005256,V060,G041
A001385,V011,G010
A009802,V088,G061
A005850,V067,G046
A002574,V025,G019
A009517,V086,G059
A013897,V122,G075
A005769,V065,G046
A004763,V065,G046
A011965,V102,G067
A004816,V051,G035
A001989,V021,G016
A008566,V084,G057
A014647,V138,G076
A006008,V074,G050
A002301,V023,G017
A014637,V138,G076
A013553,V120,G075
A000605,V007,G006
A002341,V023,G017
A000267,V003,G002
A000488,V005,G004
A005419,V062,G043
A000466,V005,G004
A007199,V079,G053
A011087,V100,G066
A006278,V074,G050
A003662,V045,G029
A005643,V064,G045
A005405,V062,G043
A003011,V031,G022
A013907,V122,G075
A005775,V065,G046
A014277,V127,G075
A014029,V133,G075
A004862,V052,G036
A013894-1,V122,G075
A000484,V005,G004
A013518,V126,G075
A014191,V116,G075
A003402,V043,G027
A012657,V109,G071
A006535,V078,G052
A015643,V143,G081
A001450,V013,G011
A004726,V051,G035
A005854,V067,G046
A005402,V062,G043
A014177,V132,G075
A013497,V130,G075
A004908,V052,G036
A011063,V100,G066
A006511,V078,G052
A002352,V023,G017
A014268,V123,G075
A014199,V116,G075
A009689,V087,G060
A002982,V030,G022
A005811,V065,G046
A005723,V064,G045
A005024,V055,G038
A000467,V005,G004
A013960,V125,G075
A007187,V079,G053
A004801,V051,G035
A005304,V061,G042
A005639,V064,G045
A015648,V143,G081
A013128,V113,G072
A001961,V020,G016
A014255,V122,G075
A003909,V047,G031
A014722,V139,G077
A009789,V088,G061
A007230,V080,G053
A001604,V014,G012
A013791,V116,G075
A005556,V065,G046
A014173,V132,G075
A013806-1,V118,G075
A009470,V086,G059
A012644,V109,G071
A011909,V101,G067
A009487,V086,G059
A011091,V100,G066
A014157,V127,G075
A003144,V038,G024
A010172,V089,G062
A008759,V084,G057
A005093,V056,G039
A013238,V128,G075
A014000,V131,G075
A006543,V078,G052
A011906,V101,G067
A003061,V034,G022
A003628,V045,G029
A013599,V132,G075
A005398,V062,G043
A006458,V077,G051
A013349,V122,G075
A003067,V034,G022
A004802,V051,G035
A013343,V122,G075
A002705,V026,G020
A014099,V115,G075
A009651,V087,G060
A002009,V021,G016
A005098,V057,G039
A013231,V121,G075
A014183,V115,G075
A005721,V064,G045
A003338,V047,G031
A013566,V122,G075
A013924,V123,G075
A013810,V118,G075
A005761,V065,G046
A002000,V021,G016
A013777,V116,G075
A005025,V055,G038
A001391,V011,G010
A003772,V046,G030
A000217,V002,G002
A014747,V139,G077
A011029,V100,G066
A011001,V100,G066
A015530,V143,G081
A012763,V113,G072
A002348,V023,G017
A014281,V128,G075
A013079,V113,G072
A005318,V061,G042
A003907,V047,G031
A001000,V013,G011
A015902,V145,G082
A014186,V116,G075
A013158,V113,G072
A009456,V086,G059
A013630,V114,G074
A014137,V122,G075
A013995,V131,G075
A002791,V026,G020
A015903,V145,G082
A005558,V063,G044
A014149,V123,G075
A013902-1,V122,G075
A013226,V133,G075
A011922,V101,G067
A002974,V030,G022
A006527,V078,G052
A005765,V065,G046
A014196,V116,G075
A003397,V043,G027
A003065,V034,G022
A014733,V139,G077
A005852,V067,G046
A005019,V055,G038
A013549,V120,G075
A014257,V122,G075
A014242,V122,G075
A013994,V131,G075
A013876,V122,G075
A013157,V113,G072
A010289,V094,G063
A006227,V072,G049
A010521,V096,G064
A011075,V100,G066
A011032,V100,G066
A013807,V118,G075
A010167,V089,G062
A015694,V143,G081
A003650,V045,G029
A005259,V060,G041
A003171,V038,G024
A003879,V047,G031
A002874,V027,G021
A009673,V087,G060
A012643,V109,G071
A010196,V093,G062
A003673,V045,G029
A012342,V105,G069
A010142,V094,G063
A013547,V119,G075
A004804,V051,G035
A005803,V065,G046
A005701,V064,G045
A007144-1,V080,G053
A001449,V013,G011
A015531,V143,G081
A006524,V078,G052
A003462,V047,G031
A010509,V095,G064
A003060,V034,G022
A013116,V113,G072
A015398,V141,G079
A014012,V132,G075
A014641,V138,G076
A005718,V064,G045
A013498,V130,G075
A004869,V052,G036
A015593,V142,G080
A013167,V113,G072
A002573,V025,G019
A014235,V120,G075
A013805-1,V118,G075
A009776,V088,G061
A014742,V139,G077
A006291,V075,G050
A003905,V047,G031
A015682,V143,G081
A013345,V128,G075
A003070,V034,G022
A015626,V143,G081
A013784-1,V116,G075
A010541,V097,G064
A005641,V064,G045
A013915-1,V122,G075
A011101,V100,G066
A005341,V061,G042
A004837,V051,G035
A002873,V027,G021
A014227,V119,G075
A010312,V094,G063
A014628,V137,G076
A010182,V090,G062
A002980,V030,G022
A014217,V119,G075
A013774-1,V116,G075
A005724,V064,G045
A002773,V026,G020
A015661,V143,G081
A014729,V139,G077
A010515,V096,G064
A005857,V067,G046
A015583,V142,G080
A005809,V065,G046
A005559,V063,G044
A002807,V026,G020
A013824,V119,G075
A011961,V102,G067
A004905,V052,G036
A013818,V119,G075
A010191,V092,G062
A002867,V027,G021
A008315,V082,G055
A005301,V061,G042
A002876,V027,G021
A013766,V115,G075
A015475,V143,G081
A002997,V031,G022
A011092,V100,G066
A005332,V061,G042
A015672,V143,G081
A011910,V101,G067
A010307,V094,G063
A004838,V051,G035
A013159,V113,G072
A013913,V122,G075
A002012,V021,G016
A001988,V021,G016
A014172,V132,G075
A005781,V065,G046
A003409,V043,G027
A011035,V100,G066
A013551,V120,G075
A014114,V123,G075
A007212,V079,G053
A014162,V131,G075
A014219,V119,G075
A011031,V100,G066
A013525,V119,G075
A003680,V045,G029
A013844,V120,G075
A014203,V116,G075
A009472,V086,G059
A005313,V061,G042
A013078,V113,G072
A011894,V101,G067
A009796,V088,G061
A009522,V086,G059
A009467,V086,G059
A009453,V086,G059
A013932-1,V123,G075
A009518,V086,G059
A003064,V034,G022
A005663,V065,G046
A003398,V043,G027
A013802,V117,G075
A008985,V085,G058
A011940,V101,G067
A001919,V019,G016
A010165,V089,G062
A001031,V013,G011
A002307,V023,G017
A012638,V109,G071
A013936,V123,G075
A007144,V080,G053
A009668,V087,G060
A002777,V026,G020
A002862,V027,G021
A003116,V030,G022
A007203,V079,G053
A012042,V104,G068
A003071,V034,G022
A013920-1,V123,G075
A014003,V131,G075
A001123,V013,G011
A015687,V143,G081
A005845,V067,G046
A008323,V082,G055
A007215,V080,G053
A006522,V078,G052
A012624,V109,G071
A003683,V045,G029
A015399,V141,G079
A002374,V023,G017
A014719,V139,G077
A001967,V020,G016
A000415,V004,G003
A013953,V124,G075
A011992,V103,G067
A013556,V120,G075
A005336,V061,G042
A003783,V046,G030
A014130,V122,G075
A013084,V113,G072
A013878,V122,G075
A001947,V020,G016
A014239,V121,G075
A013571,V124,G075
A011017,V100,G066
A013647,V114,G074
A010550,V098,G064
A011980,V102,G067
A011041,V100,G066
A013076,V113,G072
A000283,V003,G002
A013519,V126,G075
A009688,V087,G060
A015692,V143,G081
A013421,V119,G075
A008318,V082,G055
A013650,V114,G074
A011019,V100,G066
A015646,V143,G081
A014736,V139,G077
A005266,V060,G041
A000477,V005,G004
A003882,V047,G031
A003912,V047,G031
A000464,V005,G004
A015652,V143,G081
A007227,V080,G053
A003668,V045,G029
A002051,V023,G017
A011915,V101,G067
A010839,V099,G065
A003654,V045,G029
A003145,V038,G024
A003147,V039,G024
A002814,V026,G020
A012660,V109,G071
A001451,V013,G011
A014038-1,V133,G075
A005716,V064,G045
A011944,V102,G067
A013212,V120,G075
A012038,V104,G068
A011034,V100,G066
A001440,V013,G011
A011088,V100,G066
A005317,V061,G042
A004990,V054,G038
A014746,V139,G077
A005704,V064,G045
A011011,V100,G066
A013705,V121,G075
A014723,V139,G077
A014014,V132,G075
A013816,V119,G075
A013984-1,V128,G075
A013064,V113,G072
A011958,V102,G067
A001444,V013,G011
A013848,V120,G075
A009762,V088,G061
A013982,V128,G075
A008317,V082,G055
A006553,V078,G052
A002326,V023,G017
A001417,V013,G011
A000214,V002,G002
A013920,V123,G075
A010311,V094,G063
A010325,V094,G063
A005330,V061,G042
A006546,V078,G052
A009660,V087,G060
A001926,V019,G016
A001995,V021,G016
A005040,V056,G039
A010845,V099,G065
A015675,V143,G081
A002875,V027,G021
A006560,V078,G052
A000563,V006,G005
A014246,V122,G075
A011004,V100,G066
A005830,V066,G046
A006413,V078,G052
A003596,V044,G028
A011927,V101,G067
A014131,V122,G075
A005833,V067,G046
A010841,V099,G065
A002787,V026,G020
A002317,V023,G017
A014303,V129,G075
A001778,V018,G015
A014231,V120,G075
A014634,V137,G076
A002027,V022,G016
A001427,V013,G011
A005822,V066,G046
A013956,V124,G075
A014025,V133,G075
A005569,V063,G044
A005316,V061,G042
A006541,V078,G052
A001411,V013,G011
A011077,V100,G066
A014627,V137,G076
A000615,V007,G006
A014112,V120,G075
A009792,V088,G061
A006425,V078,G052
A015604,V142,G080
A014724,V139,G077
A004817,V051,G035
A014741,V139,G077
A014215,V118,G075
A001076,V010,G009
A001074,V010,G009
A013933,V123,G075
A005940,V068,G047
A005262,V060,G041
A014251,V122,G075
A015669,V143,G081
A013083,V113,G072
A005699,V064,G045
A005771,V065,G046
A010316,V094,G063
A002304,V023,G017
A011878,V102,G067
A005596,V064,G045
A003898,V047,G031
A003880,V047,G031
A013423,V116,G075
A005774,V065,G046
A000417,V004,G003
A004885,V052,G036
A003396,V043,G027
A014202,V116,G075
A003156,V040,G025
A013598,V131,G075
A012358,V107,G069
A003388,V043,G027
A013221,V129,G075
A013765-1,V115,G075
A012046,V104,G068
A000413,V004,G003
A014159,V128,G075
A009471,V086,G059
A013778,V116,G075
A002852,V027,G021
A005791,V065,G046
A005338,V061,G042
A003461,V047,G031
A005828,V066,G046
A015477,V143,G081
A002329,V023,G017
A013764-1,V115,G075
A006103,V078,G052
A003014,V031,G022
A001964,V020,G016
A000614,V007,G006
A011901,V101,G067
A013054,V112,G072
A002905,V029,G021
A007196,V079,G053
A015686,V143,G081
A002976,V030,G022
A003669,V045,G029
A015901,V145,G082
A003157,V040,G025
A001426,V013,G011
A013111,V113,G072
A009779,V088,G061
A002810,V026,G020
A001939,V019,G016
A013850,V120,G075
A008725,V083,G056
A013225,V133,G075
A003656,V045,G029
A008314,V082,G055
A015638,V143,G081
A010848,V099,G065
A006534,V078,G052
A004391,V052,G036
A004903,V052,G036
A006529,V078,G052
A004815,V051,G035
A002858,V027,G021
A015592,V142,G080
A013950,V123,G075
A005567,V063,G044
A015478,V143,G081
A005952,V070,G047
A003674,V045,G029
A015232,V142,G080
A005770,V065,G046
A014266,V123,G075
A015582,V142,G080
A014002,V131,G075
A013902,V122,G075
A010504,V095,G064
A012635,V109,G071
A003244,V042,G026
A010318,V094,G063
A013624,V114,G074
A007198,V079,G053
A002022,V022,G016
A001822,V021,G016
A009785,V088,G061
A012045,V104,G068
A013645,V114,G074
A013823-1,V119,G075
A002518,V025,G019
A010315,V094,G063
A014161,V128,G075
A008319,V082,G055
A002008,V021,G016
A014213,V118,G075
A000472,V005,G004
A002805,V026,G020
A015497,V143,G081
A000460,V005,G004
A002883,V027,G021
A014657,V138,G076
A013827,V119,G075
A013813,V119,G075
A005089,V056,G039
A013835,V119,G075
A001081,V010,G009
A001936,V019,G016
A010524,V096,G064
A007237,V080,G053
A006230,V073,G049
A011081,V100,G066
A009490,V086,G059
A015915,V145,G082
A007224,V080,G053
A002011,V021,G016
A009780,V088,G061
A003652,V045,G029
A009524,V086,G059
A013148,V113,G072
A006375,V078,G052
A013688,V116,G075
A010162,V089,G062
A013523,V119,G075
A008320,V082,G055
A014263,V123,G075
A009004,V085,G058
A013896,V122,G075
A013901-1,V122,G075
A002991,V031,G022
A012410,V109,G071
A011080,V100,G066
A001408,V013,G011
A011975,V102,G067
A009526,V086,G059
A001414,V013,G011
A013643,V114,G074
A013473,V114,G074
A013632,V114,G074
A003085,V036,G022
A005018,V055,G038
A014143,V123,G075
A010996,V100,G066
A005315,V061,G042
A010997,V100,G066
A009527,V086,G059
A004026,V048,G032
A003015,V031,G022
A015894,V144,G082
A013564,V122,G075
A012044,V104,G068
A005342,V061,G042
A004902,V052,G036
A013886,V122,G075
A003035,V034,G022
A014035,V133,G075
A009797,V088,G061
A005951,V070,G047
A015456,V143,G081
A001922,V019,G016
A002211,V023,G017
A003911,V047,G031
A015906,V145,G082
A013114,V113,G072
A001946,V020,G016
A011038,V100,G066
A002779,V026,G020
A006369,V078,G052
A006274,V074,G050
A005936,V068,G047
A012348,V106,G069
A010838,V099,G065
A015912,V145,G082
A013904,V122,G075
A000980,V013,G011
A013916,V122,G075
A013136,V113,G072
A004895,V052,G036
A001935,V019,G016
A013861-1,V121,G075
A013777-1,V116,G075
A013142,V113,G072
A010544,V098,G064
A003017,V031,G022
A015910,V145,G082
A013783,V116,G075
A005783,V065,G046
A014631,V137,G076
A011920,V101,G067
A013954,V124,G075
A013773,V116,G075
A002871,V027,G021
A003785,V047,G031
A005944,V068,G047
A002739,V027,G021
A009678,V087,G060
A002771,V026,G020
A002578,V025,G019
A013825,V119,G075
A001963,V020,G016
A013100,V113,G072
A011021,V100,G066
A013974,V127,G075
A013696,V119,G075
A010511,V095,G064
A014082,V133,G075
A013883,V122,G075
A001080,V010,G009
A013087,V113,G072
A000479,V005,G004
A009804,V088,G061
A010295,V094,G063
A004985,V055,G038
A013971,V127,G075
A013900,V122,G075
A011033,V100,G066
A009479,V086,G059
A011939,V101,G067
A010520,V096,G064
A001697,V017,G014
A013170,V113,G072
A013849-1,V120,G075
A014016,V132,G075
A013152,V113,G072
A002868,V027,G021
A008738,V084,G057
A003117,V036,G022
A013528,V119,G075
A014001,V131,G075
A014240,V121,G075
A010535,V096,G064
A005795,V065,G046
A015059,V142,G080
A013846-1,V120,G075
A009764,V088,G061
A001433,V013,G011
A003021,V032,G022
A013580,V128,G075
A009515,V086,G059
A004714-1,V051,G035
A013998,V131,G075
A004850,V052,G036
A011977,V102,G067
A013905,V122,G075
A003236,V045,G029
A000462,V005,G004
A015688,V143,G081
A001986,V021,G016
A000967,V013,G011
A013230,V122,G075
A009775,V088,G061
A005780,V065,G046
A002002,V021,G016
A013796-1,V116,G075
A006283,V074,G050
A013796,V116,G075
A013870,V122,G075
A011046,V100,G066
A003026,V032,G022
A014034,V133,G075
A009520,V086,G059
A013112,V113,G072
A001421,V013,G011
A003658,V045,G029
A013069,V112,G072
A014136,V122,G075
A005319,V061,G042
A005694,V065,G046
A002001,V021,G016
A002881,V027,G021
A002992,V031,G022
A011942,V102,G067
A003605-1,V045,G029
A013601,V132,G075
A001691,V017,G014
A013094,V113,G072
A010999,V100,G066
A010463,V096,G064
A001420,V013,G011
A004990-1,V054,G038
A001008,V013,G011
A014537,V134,G076
A001700,V017,G014
A013761,V115,G075
A008710,V083,G056
A001948,V020,G016
A014201,V116,G075
A013938,V123,G075
A013346,V129,G075
A013130,V113,G072
A012658,V109,G071
A002299,V023,G017
A015348,V141,G079
A000468,V005,G004
A006453,V077,G051
A015088,V141,G079
A010545,V097,G064
A003199,V043,G027
A014270,V123,G075
A014244,V122,G075
A014975,V140,G078
A001955,V020,G016
A013854,V123,G075
A012040,V104,G068
A011095,V100,G066
A015904,V145,G082
A015924,V147,G082
A013220,V128,G075
A013602,V132,G075
A009679,V087,G060
A003047,V034,G022
A011981,V102,G067
A000610,V007,G006
A012590,V108,G070
A010169,V089,G062
A003322,V047,G031
A014619,V135,G076
A013967,V125,G075
A006532,V078,G052
A004904,V052,G036
A006077,V071,G048
A002869,V027,G021
A000492,V005,G004
A014250,V122,G075
A009682,V087,G060
A015689,V143,G081
A013088,V113,G072
A007225,V080,G053
A005787,V065,G046
A014019,V132,G075
A005939,V068,G047
A002970,V031,G022
A003675,V045,G029
A004714-3,V051,G035
A001958,V020,G016
A013118,V113,G072
A002983,V030,G022
A006298,V075,G050
A002334,V023,G017
A005096,V057,G039
A007236,V080,G053
A009415,V094,G063
A001699,V017,G014
A004881,V052,G036
A002005,V021,G016
A001966,V020,G016
A003073,V034,G022
A005720,V064,G045
A011936,V101,G067
A001645,V017,G014
A014272,V123,G075
A011911,V101,G067
A003392,V043,G027
A005255,V060,G041
A013340,V119,G075
A003078,V036,G022
A001992,V021,G016
A005010,V055,G038
A014755,V139,G077
A014119,V122,G075
A003684,V045,G029
A001419,V013,G011
A005099,V057,G039
A008756,V084,G057
A013931,V123,G075
A013783-1,V116,G075
A004872,V052,G036
A011912,V101,G067
A004827,V051,G035
A002021,V022,G016
A013800,V116,G075
A005786,V065,G046
A004825,V051,G035
A013788,V116,G075
A005557,V063,G044
A010560,V098,G064
A006533,V078,G052
A013560,V122,G075
A013692,V130,G075
A009765,V088,G061
A001442,V013,G011
A001927,V019,G016
A010445,V099,G065
A012039,V104,G068
A011016,V100,G066
A002319,V023,G017
A006093,V078,G052
A005722,V064,G045
A004832,V051,G035
A002853,V027,G021
A005824,V066,G046
A005333,V061,G042
A005793,V065,G046
A002802,V026,G020
A015681,V143,G081
A014743,V139,G077
A005312,V061,G042
A010299,V094,G063
A013700,V119,G075
A013208,V116,G075
A014285,V129,G075
A011078,V100,G066
A004640,V052,G036
A005264,V060,G041
A004909,V052,G036
A013787-1,V116,G075
A013863,V121,G075
A013527,V119,G075
A014212,V118,G075
A002886,V027,G021
A000608,V007,G006
A013600,V132,G075
A015606,V142,G080
A003400,V043,G027
A005709,V064,G045
A005763,V065,G046
A012615,V109,G071
A003906,V047,G031
A002903,V029,G021
A002347,V023,G017
A012591,V108,G070
A013809-1,V118,G075
A015581,V142,G080
A002969,V031,G022
A014648,V138,G076
A006536,V078,G052
A011946,V102,G067
A011876,V101,G067
A012613,V109,G071
A005321,V061,G042
A013857-1,V121,G075
A014279,V128,G075
A010171,V089,G062
A006282,V074,G050
A002025,V022,G016
A013520,V116,G075
A001993,V021,G016
A013475,V122,G075
A002861,V027,G021
A008714,V083,G056
A006538,V078,G052
A014267,V123,G075
A011950,V102,G067
A001972,V020,G016
A014209,V118,G075
A003243,V042,G026
A002907,V029,G021
A000606,V007,G006
A011089,V100,G066
A013081,V113,G072
A010309,V094,G063
A013513,V124,G075
A011086,V100,G066
A002333,V023,G017
A013836-1,V119,G075
A013121,V113,G072
A010308,V094,G063
A005778,V065,G046
A013209,V119,G075
A015678,V143,G081
A003670,V045,G029
A001937,V019,G016
A013718,V129,G075
A002877,V027,G021
A011000,V100,G066
A012621,V109,G071
A005100,V058,G039
A001389,V011,G010
A015641,V143,G081
A001984,V021,G016
A007217,V080,G053
A002026,V022,G016
A013661,V114,G074
A005853,V067,G046
A013909,V122,G075
A006449,V077,G051
A012347,V105,G069
A008752,V084,G057
A002346,V023,G017
A014035-1,V133,G075
A010303,V094,G063
A014010,V132,G075
A011928,V101,G067
A011982,V102,G067
A001979,V020,G016
A014115,V121,G075
A013847,V120,G075
A002569,V025,G019
A001438,V013,G011
A005030,V055,G038
A011030,V100,G066
A001943,V020,G016
A011905,V101,G067
A009497,V086,G059
A011984,V102,G067
A002321,V023,G017
A008750,V084,G057
A005726,V064,G045
A012041,V104,G068
A014745,V139,G077
A014725,V139,G077
A013881-1,V122,G075
A010175,V089,G062
A013552,V120,G075
A010562,V098,G064
A010843,V099,G065
A013830,V119,G075
A009781,V088,G061
A013983,V128,G075
A006268,V074,G050
A002890,V027,G021
A014976,V140,G078
A010296,V094,G063
A009691,V087,G060
A010542,V097,G064
A002214,V026,G020
A004814,V051,G035
A002990,V031,G022
A014004,V131,G075
A006414,V078,G052
A001925,V019,G016
